Unnamed: 0,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
273,1282703,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,75751.0,2015-03-13,2015-03-13,Equifax,Closed with explanation,Yes,
15550,1219587,Mortgage,Home equity loan or line of credit,Settlement process and costs,,MA,2134.0,2015-02-01,2015-02-05,RBS Citizens,Closed with explanation,Yes,Yes
15165,1220475,Bank account or service,Checking account,"Making/receiving payments, sending money",,,78669.0,2015-02-02,2015-02-05,JPMorgan Chase,Closed with explanation,Yes,
9322,1240855,Consumer loan,Vehicle loan,Managing the loan or lease,,MD,20878.0,2015-02-14,2015-02-14,Ally Financial Inc.,In progress,Yes,
21982,1197419,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,FL,32218.0,2015-01-16,2015-01-16,Wells Fargo,Closed with explanation,Yes,
2408,1265531,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,NJ,7087.0,2015-03-03,2015-03-03,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,
5174,1254065,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MS,39046.0,2015-02-24,2015-03-02,Ditech Mortgage Corp,Closed with explanation,Yes,
15404,1220752,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98033.0,2015-02-02,2015-02-02,Experian,Closed with explanation,Yes,
21943,1197337,Mortgage,Home equity loan or line of credit,Settlement process and costs,,VA,23836.0,2015-01-16,2015-01-21,JPMorgan Chase,Closed with explanation,Yes,
8374,1242060,Mortgage,Other mortgage,"Application, originator, mortgage broker",,NJ,8829.0,2015-02-17,2015-02-17,JPMorgan Chase,Closed with explanation,Yes,
19082,1207224,Credit reporting,,Incorrect information on credit report,Account status,FL,32250.0,2015-01-23,2015-01-23,TransUnion,Closed with explanation,Yes,
12840,1228749,Mortgage,Other mortgage,"Application, originator, mortgage broker",,NY,13204.0,2015-02-06,2015-02-20,"Paragon Home Loans, Inc",Closed with explanation,Yes,
26121,1183645,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,OH,44646.0,2015-01-07,2015-01-13,Wells Fargo,Closed with explanation,Yes,Yes
27952,1179734,Money transfers,Domestic (US) money transfer,Money was not available when promised,,TN,38125.0,2015-01-02,2015-01-03,Bank of America,Closed with explanation,Yes,No
18500,1210041,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,CA,90036.0,2015-01-26,2015-01-29,JPMorgan Chase,Closed with explanation,Yes,
19044,1206412,Consumer loan,Personal line of credit,Account terms and changes,,FL,34744.0,2015-01-23,2015-01-27,Wells Fargo,Closed with explanation,Yes,
2168,1267840,Mortgage,Conventional fixed mortgage,Settlement process and costs,,OH,44241.0,2015-03-04,2015-03-04,Ocwen,In progress,Yes,
2383,1266088,Consumer loan,Vehicle loan,Problems when you are unable to pay,,,99001.0,2015-03-03,2015-03-03,Santander Consumer USA,Closed with explanation,Yes,
11913,1231871,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,GA,30114.0,2015-02-09,2015-02-09,Ocwen,Closed with explanation,Yes,
18386,1211358,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,CA,94601.0,2015-01-26,2015-02-11,Rash Curtis and Associates,Closed with explanation,Yes,
24565,1189808,Credit reporting,,Incorrect information on credit report,Personal information,NC,28540.0,2015-01-11,2015-01-12,TransUnion,Closed with non-monetary relief,Yes,No
17556,1211620,Bank account or service,Checking account,Problems caused by my funds being low,,PA,18702.0,2015-01-27,2015-01-27,PNC Bank,In progress,Yes,
12643,1230056,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,AZ,85326.0,2015-02-06,2015-02-09,"EOS Holdings, Inc.",Closed with explanation,Yes,
9811,1240081,Debt collection,Credit card,False statements or representation,Impersonated an attorney or official,AZ,85338.0,2015-02-13,2015-02-13,HSBC,Closed with explanation,Yes,
13517,1228044,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,LA,71273.0,2015-02-05,2015-02-10,Global Credit & Collection Corporation,Closed with explanation,Yes,
3470,1259837,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92025.0,2015-02-27,2015-02-27,Ocwen,In progress,Yes,
12110,1230987,Credit card,,Advertising and marketing,,CA,94117.0,2015-02-09,2015-02-09,JPMorgan Chase,Closed with explanation,Yes,
19384,1205434,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,49738.0,2015-01-23,2015-02-02,AmeriFirst Home Mortgage,Closed with explanation,Yes,
46,1288199,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IA,51526.0,2015-03-17,2015-03-17,Synergetic Communication Inc,Closed with explanation,Yes,Yes
24302,1189769,Payday loan,,Can't stop charges to bank account,,LA,70812.0,2015-01-12,2015-01-12,Direct Financial Solutions LLC,Closed with explanation,Yes,
10018,1236931,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NY,11215.0,2015-02-12,2015-02-12,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,
5934,1252155,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,15627.0,2015-02-23,2015-03-02,Nationstar Mortgage,In progress,Yes,
20464,1201543,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,ID,83861.0,2015-01-21,2015-01-21,Experian,Closed with non-monetary relief,Yes,
27267,1181893,Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,MT,59330.0,2015-01-05,2015-01-06,"Mountain Land Collections, Inc.",Closed with explanation,Yes,No
1660,1269692,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,MO,63042.0,2015-03-05,2015-03-05,"National Credit Adjusters, LLC",In progress,Yes,
7431,1248412,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NY,12603.0,2015-02-19,2015-02-19,"Designed Receivable Solultions, Inc.",Closed with explanation,Yes,
10899,1234873,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,33173.0,2015-02-11,2015-02-12,PNC Bank,In progress,Yes,
21051,1201261,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,MA,2760.0,2015-01-20,2015-01-21,"Southwest Credit Systems, L.P.",Closed,Yes,
11765,1232681,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,92154.0,2015-02-09,2015-02-12,Navient,Closed with explanation,Yes,
22563,1195570,Debt collection,Federal student loan,Communication tactics,Called after sent written cease of comm,IN,46017.0,2015-01-15,2015-02-06,"ECMC Group, Inc.",Closed with explanation,Yes,
11222,1232896,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,91710.0,2015-02-10,2015-02-10,Nationstar Mortgage,Closed with explanation,Yes,
6,1288848,Consumer loan,Installment loan,Managing the loan or lease,,OH,44241.0,2015-03-18,2015-03-18,"CashCall, Inc.",Closed with explanation,Yes,Yes
7799,1244006,Credit card,,Closing/Cancelling account,,MD,21029.0,2015-02-18,2015-02-18,Discover,Closed with explanation,Yes,Yes
4413,1257745,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OR,97202.0,2015-02-25,2015-03-03,Wells Fargo,In progress,Yes,
9635,1240902,Credit card,,Billing disputes,,NC,28472.0,2015-02-13,2015-02-20,BB&T Financial,Closed with explanation,Yes,
12320,1230231,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,10128.0,2015-02-07,2015-02-07,Experian,In progress,Yes,
22093,1197960,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OR,97402.0,2015-01-16,2015-01-17,"Aargon Agency, Inc.",Closed,Yes,Yes
21210,1199703,Credit reporting,,Incorrect information on credit report,Account status,TX,78723.0,2015-01-20,2015-02-04,Experian,Closed with non-monetary relief,Yes,
14528,1222324,Credit reporting,,Incorrect information on credit report,Personal information,CA,91344.0,2015-02-03,2015-02-03,TransUnion,Closed with explanation,Yes,
28042,1177937,Credit card,,Billing disputes,,FL,33809.0,2015-01-01,2015-01-01,Capital One,Closed with monetary relief,Yes,
11701,1233191,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,21440.0,2015-02-09,2015-02-18,Ocwen,Closed with explanation,Yes,
16496,1216465,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,LA,70785.0,2015-01-29,2015-01-29,"Green Tree Servicing, LLC",Closed with non-monetary relief,Yes,Yes
22247,1196823,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,OR,97459.0,2015-01-16,2015-01-21,U.S. Bancorp,Closed with explanation,Yes,
21025,1201190,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,CA,90025.0,2015-01-20,2015-01-21,Experian,Closed with explanation,Yes,
10870,1235808,Bank account or service,Checking account,Deposits and withdrawals,,PA,18302.0,2015-02-11,2015-02-18,PNC Bank,In progress,Yes,
10765,1234839,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,MI,48088.0,2015-02-11,2015-02-11,Stonegate Mortgage Corporation,Closed with explanation,Yes,Yes
24435,1192034,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33311.0,2015-01-12,2015-01-13,Bank of America,Closed with explanation,Yes,Yes
13542,1225837,Credit card,,Delinquent account,,TX,78704.0,2015-02-05,2015-02-05,Amex,Closed with explanation,Yes,
25104,1188269,Prepaid card,Gift or merchant card,Fees,,VA,23185.0,2015-01-09,2015-01-14,Citibank,Closed with explanation,Yes,
7047,1248588,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,95826.0,2015-02-19,2015-02-20,Wells Fargo,Closed with explanation,Yes,
19378,1206491,Bank account or service,Checking account,Deposits and withdrawals,,OR,97760.0,2015-01-23,2015-01-27,Wells Fargo,Closed with explanation,Yes,
14362,1222679,Credit reporting,,Incorrect information on credit report,Account status,MI,48188.0,2015-02-03,2015-02-03,Experian,Closed with non-monetary relief,Yes,
24778,1188835,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,PA,17847.0,2015-01-09,2015-01-09,Wells Fargo,Closed with monetary relief,Yes,
28146,1178169,Credit reporting,,Incorrect information on credit report,Information is not mine,WA,98908.0,2015-01-01,2015-01-07,Experian,Closed with explanation,Yes,
17539,1211294,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,FL,32222.0,2015-01-27,2015-01-27,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,Yes
13610,1227123,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,PA,15146.0,2015-02-05,2015-02-05,Citibank,Closed with explanation,Yes,
5598,1251870,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,21701.0,2015-02-23,2015-02-23,"Green Tree Servicing, LLC",Closed with explanation,Yes,Yes
28144,1178170,Credit card,,Delinquent account,,WA,98277.0,2015-01-01,2015-01-02,JPMorgan Chase,Closed with explanation,Yes,No
7949,1244574,Mortgage,Conventional fixed mortgage,Settlement process and costs,,NY,11756.0,2015-02-18,2015-02-18,Seterus,Closed with explanation,Yes,
8377,1242529,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,80123.0,2015-02-17,2015-02-17,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
15174,1220667,Credit card,,Credit line increase/decrease,,MI,48312.0,2015-02-02,2015-02-02,Amex,Closed with explanation,Yes,
21987,1197415,Prepaid card,Mobile wallet,"Managing, opening, or closing account",,FL,32712.0,2015-01-16,2015-01-21,Google Inc.,Closed with explanation,Yes,
19731,1203909,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,VA,22302.0,2015-01-22,2015-01-27,Ocwen,Closed with explanation,Yes,
14223,1223821,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NH,3077.0,2015-02-04,2015-02-04,Experian,Closed with non-monetary relief,Yes,
10901,1234823,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,NJ,8015.0,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,Yes
25675,1185075,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,91350.0,2015-01-07,2015-01-13,Bank of America,Closed with monetary relief,Yes,
5727,1253210,Credit card,,Credit line increase/decrease,,MA,1960.0,2015-02-23,2015-02-23,Citibank,Closed with explanation,Yes,
18967,1206770,Credit reporting,,Incorrect information on credit report,Account status,TX,76116.0,2015-01-23,2015-02-11,Experian,In progress,Yes,
26428,1182643,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33743.0,2015-01-06,2015-01-26,Wells Fargo,Closed with explanation,Yes,
4125,1258561,Debt collection,Credit card,Communication tactics,Threatened to take legal action,CA,90732.0,2015-02-26,2015-02-26,Cohen & Associates,Untimely response,No,
20155,1204891,Bank account or service,Checking account,Deposits and withdrawals,,TX,78247.0,2015-01-22,2015-01-22,USAA Savings,Closed with explanation,Yes,
4569,1256705,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,78750.0,2015-02-25,2015-02-25,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
21877,1198117,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,33511.0,2015-01-17,2015-01-17,Citibank,Closed with explanation,Yes,
10608,1235460,Payday loan,,Can't contact lender,,GA,30000.0,2015-02-11,2015-02-18,World Acceptance Corporation,Closed with explanation,Yes,
1569,1270637,Credit reporting,,Incorrect information on credit report,Account status,CA,92530.0,2015-03-05,2015-03-06,Equifax,Closed with explanation,Yes,Yes
23818,1194070,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,,47374.0,2015-01-13,2015-01-15,Specialized Loan Servicing LLC,Closed with explanation,Yes,Yes
4273,1258990,Credit card,,Identity theft / Fraud / Embezzlement,,NY,10021.0,2015-02-26,2015-02-26,GE Capital Retail,Closed with non-monetary relief,Yes,
1555,1270499,Credit reporting,,Incorrect information on credit report,Information is not mine,NJ,7652.0,2015-03-05,2015-03-05,Equifax,In progress,Yes,
10920,1238532,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NV,89123.0,2015-02-11,2015-02-19,21st Mortgage Corporation,Closed with explanation,Yes,
4689,1257156,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,28210.0,2015-02-25,2015-02-25,Experian,Closed with non-monetary relief,Yes,
13079,1227144,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MI,65801.0,2015-02-05,2015-03-03,Equifax,Closed with non-monetary relief,Yes,
3451,1261920,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,75252.0,2015-02-28,2015-03-09,National Arbitration Forum,Closed with explanation,Yes,Yes
866,1274447,Credit reporting,,Credit monitoring or identity protection,Account terms and changes,OH,43004.0,2015-03-09,2015-03-09,Experian,Closed with explanation,Yes,Yes
14034,1226234,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,ME,4070.0,2015-02-04,2015-02-09,Google Inc.,Closed with explanation,Yes,Yes
17465,1211326,Credit reporting,,Incorrect information on credit report,Account status,MA,1890.0,2015-01-27,2015-01-30,Equifax,Closed with explanation,Yes,
15564,1219532,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33334.0,2015-01-31,2015-02-04,"National Credit Adjusters, LLC",Closed with explanation,Yes,
26516,1183035,Credit card,,Credit line increase/decrease,,WI,53095.0,2015-01-06,2015-01-06,Citibank,Closed with explanation,Yes,
21196,1199742,Debt collection,,Communication tactics,Frequent or repeated calls,GA,30377.0,2015-01-20,2015-01-20,Select Resource Group LLC,Closed with non-monetary relief,Yes,
11257,1234253,Credit card,,Billing disputes,,NC,27896.0,2015-02-10,2015-02-18,GE Capital Retail,Closed with explanation,Yes,
19464,1207192,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CA,93012.0,2015-01-23,2015-01-28,HSBC,Closed with explanation,Yes,
20785,1202362,Bank account or service,Savings account,"Account opening, closing, or management",,FL,32803.0,2015-01-21,2015-01-26,Bank of America,Closed with explanation,Yes,
8477,1243069,Student loan,Non-federal student loan,Dealing with my lender or servicer,,MO,63118.0,2015-02-17,2015-02-24,Wells Fargo,Closed with explanation,Yes,
22109,1197975,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,HI,96705.0,2015-01-16,2015-01-17,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
23658,1191588,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33598.0,2015-01-13,2015-01-21,Navient,Closed with explanation,Yes,
10090,1236978,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,FL,33173.0,2015-02-12,2015-02-12,Seterus,In progress,Yes,
20540,1202551,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NY,11230.0,2015-01-21,2015-01-29,Citibank,Closed with non-monetary relief,Yes,
13188,1226299,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,AL,35903.0,2015-02-05,2015-02-05,Bank of America,In progress,Yes,
14107,1224515,Debt collection,Credit card,Communication tactics,Threatened to take legal action,CA,91739.0,2015-02-04,2015-02-10,"Account Discovery Systems, LLC",Closed with explanation,Yes,
27566,1179815,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92071.0,2015-01-03,2015-01-04,PHH Mortgage,Closed with explanation,Yes,
14851,1221145,Credit card,,Identity theft / Fraud / Embezzlement,,WA,98021.0,2015-02-02,2015-02-02,Citibank,Closed with monetary relief,Yes,
27454,1179579,Credit reporting,,Incorrect information on credit report,Public record,NJ,7869.0,2015-01-03,2015-01-03,TransUnion,Closed with explanation,Yes,No
27719,1178941,Credit card,,Unsolicited issuance of credit card,,MA,1810.0,2015-01-02,2015-01-08,Barclays,Closed with monetary relief,Yes,No
18702,1208960,Credit card,,Delinquent account,,OR,97527.0,2015-01-25,2015-01-25,Citibank,Closed with non-monetary relief,Yes,
2724,1262810,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IN,47167.0,2015-03-02,2015-03-02,Guaranteed Rate,Closed with explanation,Yes,
18214,1209337,Credit reporting,,Incorrect information on credit report,Account status,UT,84107.0,2015-01-26,2015-01-26,Experian,Closed with explanation,Yes,
2346,1265436,Credit card,,Advertising and marketing,,FL,33020.0,2015-03-03,2015-03-03,Capital One,In progress,Yes,
5799,1251263,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,CA,92220.0,2015-02-23,2015-03-03,"CMRE Financial Services, Inc.",In progress,Yes,
16852,1214916,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,92626.0,2015-01-28,2015-01-28,Ocwen,Closed with explanation,Yes,Yes
4371,1259804,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,LA,70818.0,2015-02-26,2015-02-26,Citibank,In progress,Yes,
17578,1211854,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,78254.0,2015-01-27,2015-01-27,Equifax,Closed with explanation,Yes,
12344,1230226,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,IL,60606.0,2015-02-07,2015-02-07,Resurgent Capital Services L.P.,In progress,Yes,
16085,1217778,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,AZ,85378.0,2015-01-30,2015-01-30,JPMorgan Chase,Closed with explanation,Yes,Yes
5627,1251551,Credit card,,Cash advance,,OH,43023.0,2015-02-23,2015-02-27,JPMorgan Chase,Closed with explanation,Yes,
14145,1225003,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,92675.0,2015-02-04,2015-02-04,Wells Fargo,Closed with explanation,Yes,
10865,1234925,Consumer loan,Vehicle loan,Shopping for a loan or lease,,KY,41048.0,2015-02-11,2015-02-11,Capital One,Closed with explanation,Yes,Yes
26304,1182185,Consumer loan,Installment loan,Managing the loan or lease,,FL,33773.0,2015-01-06,2015-01-07,Bank of America,Closed with explanation,Yes,
1444,1270845,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,ID,83655.0,2015-03-06,2015-03-06,TransUnion,In progress,Yes,
10830,1236592,Mortgage,Other mortgage,Other,,VA,23323.0,2015-02-11,2015-02-18,Wells Fargo,In progress,Yes,
428,1280069,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,34473.0,2015-03-12,2015-03-12,"Choice Recovery, Inc.",Closed with explanation,Yes,
4977,1257339,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,IN,46208.0,2015-02-25,2015-03-03,Ocwen,Closed with explanation,Yes,
20873,1201009,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,CA,94534.0,2015-01-20,2015-01-20,Equifax,Closed with explanation,Yes,Yes
11550,1231269,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,KS,66214.0,2015-02-09,2015-02-09,ConServe,Closed with explanation,Yes,
26218,1184111,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,75033.0,2015-01-07,2015-01-12,Encore Capital Group,Closed with explanation,Yes,
23095,1195464,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60175.0,2015-01-14,2015-01-15,Ocwen,Closed with explanation,Yes,
21034,1201227,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11561.0,2015-01-20,2015-01-23,Astoria Bank,Closed with explanation,Yes,
843,1273930,Bank account or service,Checking account,Problems caused by my funds being low,,MD,21201.0,2015-03-09,2015-03-10,Bank of America,Closed with explanation,Yes,
5306,1254549,Credit reporting,,Incorrect information on credit report,Account status,PA,19026.0,2015-02-24,2015-02-24,TransUnion,Closed with explanation,Yes,Yes
16373,1216683,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TX,75703.0,2015-01-29,2015-01-29,"Prosperity Bancshares, Inc",Closed with explanation,Yes,
5138,1253945,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,IA,52722.0,2015-02-24,2015-03-04,Transworld Systems Inc.,In progress,Yes,
21255,1200441,Money transfers,Domestic (US) money transfer,Fraud or scam,,NY,12601.0,2015-01-20,2015-01-20,MoneyGram,Closed with explanation,Yes,
10548,1236404,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33025.0,2015-02-11,2015-02-18,Citibank,Closed with explanation,Yes,
4819,1257011,Debt collection,Credit card,Communication tactics,Threatened to take legal action,NJ,8010.0,2015-02-25,2015-02-25,"Dynia & Associates, LLC",Closed with explanation,Yes,
19452,1207087,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30214.0,2015-01-23,2015-02-05,Ocwen,Closed with explanation,Yes,Yes
13642,1225175,Consumer loan,Installment loan,Managing the loan or lease,,KY,40218.0,2015-02-04,2015-02-10,GE Capital Retail,Closed with explanation,Yes,Yes
11028,1233813,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,VA,23453.0,2015-02-10,2015-02-13,Ocwen,In progress,Yes,
21678,1198304,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,FL,34759.0,2015-01-18,2015-01-18,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,
22642,1195161,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,92563.0,2015-01-15,2015-01-20,"CL Holdings, LLC",Closed with explanation,Yes,
17865,1212130,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,HI,96753.0,2015-01-27,2015-01-30,Ocwen,Closed with explanation,Yes,
23608,1191507,Bank account or service,Checking account,Using a debit or ATM card,,TX,75025.0,2015-01-13,2015-01-14,BBVA Compass,Closed with explanation,Yes,Yes
22732,1193885,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IL,60609.0,2015-01-15,2015-01-20,Bank of America,Closed with explanation,Yes,
14096,1224482,Student loan,Non-federal student loan,Can't repay my loan,,NC,28214.0,2015-02-04,2015-02-09,Navient,Closed with explanation,Yes,
7304,1246451,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,77082.0,2015-02-19,2015-02-19,"Enhanced Acquisitions, LLC",Closed with explanation,Yes,Yes
19168,1207745,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,30354.0,2015-01-23,2015-01-28,Bank of America,Closed with explanation,Yes,
18473,1211366,Credit card,,APR or interest rate,,TX,77002.0,2015-01-26,2015-01-27,Citibank,Closed with explanation,Yes,Yes
20915,1198953,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IN,46032.0,2015-01-20,2015-01-20,Citibank,Closed with explanation,Yes,Yes
12244,1230375,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,IN,46637.0,2015-02-08,2015-02-08,Minnesota Life Insurance Company,Closed with explanation,Yes,Yes
14315,1223832,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32092.0,2015-02-03,2015-02-04,Equifax,Closed with explanation,Yes,
3222,1262355,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,28697.0,2015-03-01,2015-03-01,Experian,Closed with non-monetary relief,Yes,
3673,1261666,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TX,77407.0,2015-02-27,2015-02-27,Equifax,Closed with non-monetary relief,Yes,
28121,1178160,Prepaid card,ID prepaid card,Unauthorized transactions/trans. issues,,RI,2920.0,2015-01-01,2015-01-02,Amex,Closed with monetary relief,Yes,No
10398,1235567,Credit reporting,,Incorrect information on credit report,Account status,TX,78023.0,2015-02-11,2015-03-09,Experian,Closed with explanation,Yes,
6455,1250940,Credit card,,Billing statement,,CA,92163.0,2015-02-21,2015-02-21,Amex,Closed with explanation,Yes,
5216,1255076,Bank account or service,Checking account,Problems caused by my funds being low,,IL,60560.0,2015-02-24,2015-02-24,Fifth Third Bank,Closed with monetary relief,Yes,
24266,1195555,Consumer loan,Vehicle lease,Problems when you are unable to pay,,TX,75052.0,2015-01-12,2015-01-21,"Prestige Financial Services, Inc.",Closed with explanation,Yes,
10581,1236482,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33511.0,2015-02-11,2015-02-18,SunTrust Bank,In progress,Yes,
25832,1185162,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,VA,22206.0,2015-01-07,2015-01-07,West Corporation,Closed with explanation,Yes,
21237,1199878,Student loan,Non-federal student loan,Can't repay my loan,,GA,30311.0,2015-01-20,2015-01-20,Navient,Closed with explanation,Yes,
5910,1253496,Mortgage,FHA mortgage,Credit decision / Underwriting,,CA,91766.0,2015-02-23,2015-02-24,Bank of America,Closed with explanation,Yes,
5391,1254311,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,33415.0,2015-02-24,2015-02-24,CAC Financial Corp,Closed with non-monetary relief,Yes,
7241,1246470,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,KY,40107.0,2015-02-19,2015-03-09,Equifax,Closed with non-monetary relief,Yes,
7104,1247094,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,IA,52402.0,2015-02-19,2015-02-25,24 Asset Management Corp,Closed,Yes,
14032,1226173,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,NV,89115.0,2015-02-04,2015-02-05,Clark County Collection Service,Closed with explanation,Yes,
21752,1198478,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92844.0,2015-01-18,2015-01-19,"Green Tree Servicing, LLC",Closed with explanation,Yes,
16421,1217150,Credit reporting,,Incorrect information on credit report,Personal information,IA,50401.0,2015-01-29,2015-01-29,Equifax,Closed with explanation,Yes,
11729,1232935,Bank account or service,Checking account,"Account opening, closing, or management",,FL,32817.0,2015-02-09,2015-02-10,Bank of America,Closed with explanation,Yes,
